sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,infection_count
Portage County,2020-07-02,13.0,23.0,-38.0,7.0,162.0
Portage County,2020-07-03,-5.0,11.0,-59.0,12.0,168.0
Portage County,2020-07-04,-32.0,1.0,-23.0,0.0,181.0
Portage County,2020-07-05,2.0,9.0,-15.0,-1.5454545454545454,192.0
Portage County,2020-07-06,0.0,4.0,-37.0,11.0,196.0
Portage County,2020-07-07,-3.0,5.0,-36.0,11.0,200.0
Portage County,2020-07-08,0.0,3.0,-36.0,10.0,204.0
Portage County,2020-07-09,-6.0,1.0,-36.0,11.0,211.0
Portage County,2020-07-10,-11.0,3.0,-35.0,10.0,224.0
Portage County,2020-07-11,-15.0,11.0,-6.0,1.0,234.0
Portage County,2020-07-12,7.0,10.0,-6.0,-1.0,250.0
Portage County,2020-07-13,-2.0,-1.0,-34.0,9.0,254.0
Portage County,2020-07-14,-6.0,-3.0,-36.0,12.0,258.0
Portage County,2020-07-15,-4.0,2.0,-36.0,11.0,260.0
Portage County,2020-07-16,-2.0,4.0,-34.0,8.0,263.0
Portage County,2020-07-17,-13.0,3.0,-35.0,10.0,266.0
Portage County,2020-07-18,-13.0,11.0,-9.0,1.0,279.0
Portage County,2020-07-19,5.0,10.0,-9.0,-1.0,287.0
Portage County,2020-07-20,-5.0,-2.0,-33.0,8.0,292.0
Portage County,2020-07-21,-7.0,-2.0,-35.0,11.0,296.0
Portage County,2020-07-22,-6.0,1.0,-36.0,9.0,303.0
Portage County,2020-07-23,-5.0,5.0,-34.0,9.0,310.0
Portage County,2020-07-24,-15.0,2.0,-35.0,9.0,316.0
Portage County,2020-07-25,-15.0,12.0,-3.0,0.0,318.0
Portage County,2020-07-26,1.0,9.0,-10.0,0.5454545454545454,321.0
Portage County,2020-07-27,-3.0,-1.0,-32.0,8.0,322.0
Portage County,2020-07-28,-7.0,0.0,-35.0,10.0,323.0
Portage County,2020-07-29,-3.0,6.0,-36.0,9.0,327.0
Portage County,2020-07-30,-3.0,2.0,-34.0,8.0,330.0
Portage County,2020-07-31,-13.0,5.0,-33.0,8.0,337.0
Portage County,2020-08-01,-16.0,9.0,-7.0,0.0,344.0
Portage County,2020-08-02,-2.0,6.0,-11.0,0.2727272727272727,354.0
Portage County,2020-08-03,-2.0,2.0,-33.0,9.0,355.0
Portage County,2020-08-04,-6.0,-1.0,-35.0,9.0,358.0
Portage County,2020-08-05,-6.0,1.0,-35.0,8.0,367.0
Portage County,2020-08-06,-5.0,3.0,-35.0,8.0,377.0
Portage County,2020-08-07,-14.0,1.0,-36.0,8.0,389.0
Portage County,2020-08-08,-15.0,7.0,-6.0,1.0,405.0
Portage County,2020-08-09,1.0,9.0,-11.0,-0.5454545454545454,411.0
Portage County,2020-08-10,-9.0,-2.0,-35.0,9.0,420.0
Portage County,2020-08-11,-5.0,0.0,-37.0,8.0,426.0
Portage County,2020-08-12,-8.0,1.0,-36.0,8.0,428.0
Portage County,2020-08-13,-3.0,-1.0,-37.0,9.0,438.0
Portage County,2020-08-14,-12.0,2.0,-36.0,8.0,448.0
Portage County,2020-08-15,-15.0,9.0,-6.0,0.0,457.0
Portage County,2020-08-16,5.0,9.0,-11.0,-2.090909090909091,467.0
Portage County,2020-08-17,-6.230769230769231,0.3,-35.0,7.0,470.0
Portage County,2020-08-18,-8.071428571428571,1.0,-35.0,8.0,470.0
Portage County,2020-08-19,-5.5,1.4,-37.0,7.0,481.0
Portage County,2020-08-20,-6.5,2.7,-37.0,7.0,487.0
Portage County,2020-08-21,-13.0,1.0,-37.0,8.0,497.0
Portage County,2020-08-22,-16.0,5.083333333333333,-4.333333333333333,1.0,505.0
Portage County,2020-08-23,-6.5,0.8181818181818182,-6.111111111111111,-2.0,507.0
Portage County,2020-08-24,-8.461538461538462,-1.1,-34.0,8.0,512.0
Portage County,2020-08-25,-10.571428571428571,-2.2,-37.0,9.0,524.0
Portage County,2020-08-26,-8.461538461538462,-0.3,-37.0,8.0,534.0
Portage County,2020-08-27,-9.857142857142858,0.1,-37.0,7.0,550.0
Portage County,2020-08-28,-13.0,-2.4285714285714284,-37.0,10.0,569.0
Portage County,2020-08-29,-10.0,5.384615384615385,-4.0,-1.0,587.0
Portage County,2020-08-30,-4.214285714285714,0.18181818181818182,-6.222222222222222,-1.0,596.0
Portage County,2020-08-31,-5.846153846153846,-0.8,-37.0,9.0,603.0
Portage County,2020-09-01,-7.846153846153846,1.3,-38.0,8.0,633.0
Portage County,2020-09-02,-6.3076923076923075,1.3,-38.0,7.0,652.0
Portage County,2020-09-03,-6.142857142857143,5.4,-37.0,7.0,667.0
Portage County,2020-09-04,-8.0,4.384615384615385,-35.0,6.0,686.0
Portage County,2020-09-05,-14.0,5.3076923076923075,-11.11111111111111,-2.0,699.0
Portage County,2020-09-06,-8.785714285714286,-4.636363636363637,-12.666666666666666,-0.6818181818181818,726.0
Portage County,2020-09-07,-8.538461538461538,-5.1,-74.0,15.0,754.0
Portage County,2020-09-08,-15.928571428571429,-4.9,-40.0,10.0,773.0
Portage County,2020-09-09,-13.142857142857142,-2.8181818181818183,-41.0,10.0,793.0
Portage County,2020-09-10,-12.928571428571429,-2.6,-40.0,6.0,824.0
Portage County,2020-09-11,-17.0,-7.0,-37.0,6.0,846.0
Portage County,2020-09-12,-14.0,2.0,-13.0,3.0,870.0
Portage County,2020-09-13,-9.0,0.0,-16.0,-0.8181818181818182,920.0
Portage County,2020-09-14,-9.0,-7.0,-33.0,5.0,949.0
Portage County,2020-09-15,-9.0,-2.0,-36.0,6.0,974.0
Portage County,2020-09-16,-11.0,-5.0,-38.0,7.0,1004.0
Portage County,2020-09-17,-10.0,-3.0,-36.0,6.0,1038.0
Portage County,2020-09-18,-16.0,-4.0,-33.0,7.0,1086.0
Portage County,2020-09-19,-15.0,6.0,-9.0,-1.0,1127.0
Portage County,2020-09-20,-3.0,4.0,-18.0,-0.8636363636363636,1169.0
Portage County,2020-09-21,-11.0,-7.0,-35.0,7.0,1218.0
Portage County,2020-09-22,-11.0,-2.0,-37.0,7.0,1244.0
Portage County,2020-09-23,-10.0,-4.0,-37.0,8.0,1270.0
Portage County,2020-09-24,-14.0,-4.0,-35.0,8.0,1286.0
Portage County,2020-09-25,-17.0,-2.0,-34.0,7.0,1335.0
Portage County,2020-09-26,-20.0,3.0,-11.0,1.0,1379.0
Portage County,2020-09-27,-7.0,4.0,-15.0,0.0,1415.0
Portage County,2020-09-28,-13.0,-4.0,-34.0,8.0,1464.0
Portage County,2020-09-29,-15.0,-3.0,-36.0,10.0,1481.0
Portage County,2020-09-30,-14.0,-4.0,-39.0,10.0,1512.0
Portage County,2020-10-01,-12.0,-1.0,-35.0,7.0,1545.0
Portage County,2020-10-02,-17.0,-2.0,-33.0,9.0,1577.0
Portage County,2020-10-03,-15.0,0.0,-10.0,2.0,1639.0
Portage County,2020-10-04,-3.0,5.0,-19.0,1.0,1671.0
Portage County,2020-10-05,-13.0,-4.0,-34.0,7.0,1702.0
Portage County,2020-10-06,-16.0,-6.0,-37.0,8.0,1723.0
Portage County,2020-10-07,-14.0,-4.0,-38.0,8.0,1751.0
Portage County,2020-10-08,-16.0,-5.0,-35.0,8.0,1765.0
Portage County,2020-10-09,-17.0,-5.0,-33.0,8.0,1797.0
Portage County,2020-10-10,-16.0,2.0,-15.0,1.0,1823.0
Portage County,2020-10-11,-6.0,7.0,-20.0,2.0,1873.0
Portage County,2020-10-12,-16.0,-9.0,-35.0,10.0,1927.0
Portage County,2020-10-13,-15.0,-6.0,-36.0,10.0,1952.0
Portage County,2020-10-14,-17.0,-5.0,-38.0,11.0,2004.0
Portage County,2020-10-15,-15.0,-6.0,-35.0,10.0,2065.0
Portage County,2020-10-16,-21.0,-6.0,-34.0,11.0,2121.0
Portage County,2020-10-17,-19.0,-1.0,-12.0,5.0,2121.0
Portage County,2020-10-18,-13.0,-5.0,-21.0,4.0,2121.0
Portage County,2020-10-19,-20.0,-9.0,-33.0,10.0,2329.0
Portage County,2020-10-20,-20.0,-7.0,-37.0,12.0,2388.0
Portage County,2020-10-21,-18.0,-3.0,-37.0,11.0,2457.0
Portage County,2020-10-22,-21.0,-10.0,-37.0,13.0,2496.0
Portage County,2020-10-23,-19.0,-7.0,-38.0,13.0,2574.0
Portage County,2020-10-24,-20.0,-4.0,-14.0,4.0,2628.0
Portage County,2020-10-25,-18.0,-8.0,-22.0,5.0,2711.0
Portage County,2020-10-26,-17.0,-10.0,-36.0,12.0,2753.0
Portage County,2020-10-27,-18.0,-4.0,-36.0,11.0,2809.0
Portage County,2020-10-28,-16.0,-6.0,-37.0,11.0,2856.0
Portage County,2020-10-29,-17.0,-6.0,-35.0,10.0,2894.0
Portage County,2020-10-30,-20.0,-6.0,-35.0,11.0,2985.0
Portage County,2020-10-31,-21.0,-1.0,-17.0,3.0,3057.0
Portage County,2020-11-01,-18.0,-9.0,-21.0,5.0,3087.0
Portage County,2020-11-02,-20.0,-10.0,-33.0,10.0,3164.0
Portage County,2020-11-03,-16.0,-5.0,-37.0,9.0,3235.0
Portage County,2020-11-04,-20.0,-9.0,-38.0,11.0,3309.0
Portage County,2020-11-05,-21.0,-11.0,-35.0,10.0,3382.0
Portage County,2020-11-06,-22.0,-12.0,-33.0,11.0,3460.0
Portage County,2020-11-07,-19.0,-4.0,-10.0,3.0,3512.0
Portage County,2020-11-08,-11.0,0.0,-18.0,3.0,3596.0
Portage County,2020-11-09,-21.0,-10.0,-32.0,10.0,3642.0
Portage County,2020-11-10,-21.0,-11.0,-37.0,14.0,3719.0
Portage County,2020-11-11,-16.0,-7.0,-38.0,12.0,3787.0
Portage County,2020-11-12,-24.0,-9.0,-35.0,12.0,3854.0
Portage County,2020-11-13,-25.0,-12.0,-33.0,14.0,4003.0
Portage County,2020-11-14,-22.0,-6.0,-9.0,7.0,4019.0
Portage County,2020-11-15,-21.0,-13.0,-20.0,7.0,4141.0
Racine County,2020-02-15,7.0,4.0,0.0,-1.0,0.0
Racine County,2020-02-16,9.0,3.0,0.0,-1.0,0.0
Racine County,2020-02-17,0.0,-5.0,-9.0,3.0,0.0
Racine County,2020-02-18,1.0,0.0,2.0,0.0,0.0
Racine County,2020-02-19,-2.0,-3.0,1.0,0.0,0.0
Racine County,2020-02-20,0.0,-4.0,1.0,0.0,0.0
Racine County,2020-02-21,2.0,-4.0,2.0,1.0,0.0
Racine County,2020-02-22,14.0,6.0,7.0,-2.0,0.0
Racine County,2020-02-23,15.0,6.0,2.0,-2.0,0.0
Racine County,2020-02-24,7.0,7.0,3.0,0.0,0.0
Racine County,2020-02-25,0.0,-3.0,2.0,1.0,0.0
Racine County,2020-02-26,4.0,-3.0,0.0,0.0,0.0
Racine County,2020-02-27,7.0,-1.0,1.0,0.0,0.0
Racine County,2020-02-28,5.0,-3.0,-1.0,0.0,0.0
Racine County,2020-02-29,17.0,4.0,5.0,-3.0,0.0
Racine County,2020-03-01,24.0,3.0,4.0,-2.0,0.0
Racine County,2020-03-02,11.0,0.0,2.0,0.0,0.0
Racine County,2020-03-03,9.0,2.0,0.0,1.0,0.0
Racine County,2020-03-04,10.0,-1.0,1.0,0.0,0.0
Racine County,2020-03-05,8.0,0.0,2.0,0.0,0.0
Racine County,2020-03-06,4.0,-2.0,2.0,0.0,0.0
Racine County,2020-03-07,21.0,7.0,6.0,-3.0,0.0
Racine County,2020-03-08,22.0,8.0,2.0,-2.0,0.0
Racine County,2020-03-09,4.0,-4.0,2.0,1.0,0.0
Racine County,2020-03-10,6.0,2.0,2.0,0.0,0.0
Racine County,2020-03-11,6.0,0.0,1.0,0.0,0.0
Racine County,2020-03-12,9.0,17.0,0.0,0.0,0.0
Racine County,2020-03-13,4.0,26.0,-5.0,2.0,1.0
Racine County,2020-03-14,2.0,24.0,2.0,2.0,1.0
Racine County,2020-03-15,-2.0,11.0,-2.0,2.0,1.0
Racine County,2020-03-16,-4.0,19.0,-12.0,6.0,1.0
Racine County,2020-03-17,-17.0,13.0,-19.0,9.0,1.0
Racine County,2020-03-18,-29.0,1.0,-25.0,13.0,1.0
Racine County,2020-03-19,-32.0,2.0,-29.0,15.0,3.0
Racine County,2020-03-20,-32.0,11.0,-30.0,16.0,3.0
Racine County,2020-03-21,-42.0,-1.0,-18.0,11.0,4.0
Racine County,2020-03-22,-48.0,-24.0,-25.0,10.0,4.0
Racine County,2020-03-23,-32.0,-8.0,-34.0,15.0,5.0
Racine County,2020-03-24,-41.0,-16.0,-37.0,17.0,5.0
Racine County,2020-03-25,-45.0,-21.0,-41.0,18.0,7.0
Racine County,2020-03-26,-46.0,-24.0,-42.0,20.0,8.0
Racine County,2020-03-27,-46.0,-22.0,-40.0,21.0,9.0
Racine County,2020-03-28,-51.0,-23.0,-29.0,14.0,16.0
Racine County,2020-03-29,-52.0,-28.0,-32.0,12.0,17.0
Racine County,2020-03-30,-40.0,-24.0,-41.0,18.0,21.0
Racine County,2020-03-31,-42.0,-21.0,-42.0,19.0,26.0
Racine County,2020-04-01,-38.0,-17.0,-43.0,18.0,28.0
Racine County,2020-04-02,-36.0,-15.0,-43.0,18.0,35.0
Racine County,2020-04-03,-38.0,-12.0,-41.0,20.0,41.0
Racine County,2020-04-04,-44.0,-13.0,-28.0,13.0,41.0
Racine County,2020-04-05,-43.0,-19.0,-33.0,10.0,54.0
Racine County,2020-04-06,-37.0,-18.0,-41.0,17.0,57.0
Racine County,2020-04-07,-35.0,-12.0,-43.0,17.0,66.0
Racine County,2020-04-08,-41.0,-20.0,-44.0,19.0,66.0
Racine County,2020-04-09,-39.0,-12.0,-44.0,20.0,84.0
Racine County,2020-04-10,-40.0,-9.0,-52.0,23.0,100.0
Racine County,2020-04-11,-38.0,0.0,-33.0,12.0,105.0
Racine County,2020-04-12,-63.0,-29.0,-40.0,11.0,117.0
Racine County,2020-04-13,-36.0,-23.0,-43.0,19.0,117.0
Racine County,2020-04-14,-39.0,-21.0,-42.0,19.0,135.0
Racine County,2020-04-15,-30.0,-14.0,-42.0,18.0,138.0
Racine County,2020-04-16,-32.0,-14.0,-42.0,19.0,143.0
Racine County,2020-04-17,-38.0,-16.0,-41.0,21.0,157.0
Racine County,2020-04-18,-33.0,-9.0,-25.0,11.0,164.0
Racine County,2020-04-19,-35.0,-15.0,-27.0,9.0,168.0
Racine County,2020-04-20,-28.0,-18.0,-40.0,16.0,174.0
Racine County,2020-04-21,-33.0,-13.0,-40.0,17.0,185.0
Racine County,2020-04-22,-35.0,-19.0,-41.0,18.0,198.0
Racine County,2020-04-23,-36.0,-15.0,-42.0,19.0,215.0
Racine County,2020-04-24,-37.0,-15.0,-40.0,20.0,229.0
Racine County,2020-04-25,-36.0,-8.0,-27.0,12.0,255.0
Racine County,2020-04-26,-31.0,-7.0,-27.0,7.0,270.0
Racine County,2020-04-27,-29.0,-13.0,-38.0,17.0,273.0
Racine County,2020-04-28,-32.0,-11.0,-39.0,12.0,308.0
Racine County,2020-04-29,-34.0,-17.0,-41.0,19.0,317.0
Racine County,2020-04-30,-27.0,-5.0,-41.0,18.0,355.0
Racine County,2020-05-01,-26.0,2.0,-40.0,17.0,393.0
Racine County,2020-05-02,-24.0,10.0,-26.0,7.0,408.0
Racine County,2020-05-03,-24.0,5.0,-24.0,5.0,435.0
Racine County,2020-05-04,-24.0,-1.0,-37.0,15.0,457.0
Racine County,2020-05-05,-27.0,4.0,-38.0,16.0,535.0
Racine County,2020-05-06,-24.0,1.0,-38.0,15.0,559.0
Racine County,2020-05-07,-23.0,3.0,-38.0,16.0,590.0
Racine County,2020-05-08,-30.0,3.0,-39.0,18.0,634.0
Racine County,2020-05-09,-23.0,23.0,-23.0,8.0,680.0
Racine County,2020-05-10,-36.0,1.0,-25.0,8.0,704.0
Racine County,2020-05-11,-26.0,-2.0,-35.0,15.0,724.0
Racine County,2020-05-12,-25.0,2.0,-36.0,15.0,763.0
Racine County,2020-05-13,-23.0,-3.0,-37.0,15.0,785.0
Racine County,2020-05-14,-28.0,-6.0,-37.0,17.0,833.0
Racine County,2020-05-15,-26.0,-2.0,-37.0,15.0,920.0
Racine County,2020-05-16,-22.0,1.0,-19.0,7.0,1004.0
Racine County,2020-05-17,-40.0,-20.0,-24.0,9.0,1017.0
Racine County,2020-05-18,-21.0,-5.0,-35.0,14.0,1034.0
Racine County,2020-05-19,-26.0,-2.0,-34.0,16.0,1061.0
Racine County,2020-05-20,-16.0,2.0,-34.0,13.0,1115.0
Racine County,2020-05-21,-15.0,4.0,-36.0,13.0,1166.0
Racine County,2020-05-22,-21.0,2.0,-38.0,13.0,1269.0
Racine County,2020-05-23,-21.0,5.0,-18.0,6.0,1311.0
Racine County,2020-05-24,-13.0,9.0,-21.0,2.0,1387.0
Racine County,2020-05-25,-18.0,-5.0,-76.0,20.0,1394.0
Racine County,2020-05-26,-10.0,4.0,-33.0,11.0,1395.0
Racine County,2020-05-27,-6.0,4.0,-32.0,11.0,1579.0
Racine County,2020-05-28,-11.0,4.0,-33.0,13.0,1605.0
Racine County,2020-05-29,-13.0,2.0,-31.0,12.0,1652.0
Racine County,2020-05-30,-8.0,9.0,-2.0,3.0,1714.0
Racine County,2020-05-31,-7.0,7.0,-5.0,2.0,1722.0
Racine County,2020-06-01,-5.0,8.0,-30.0,10.0,1733.0
Racine County,2020-06-02,-6.0,8.0,-30.0,11.0,1762.0
Racine County,2020-06-03,-5.0,9.0,-30.0,10.0,1797.0
Racine County,2020-06-04,-5.0,10.0,-30.0,10.0,1838.0
Racine County,2020-06-05,-13.0,3.0,-30.0,11.0,1878.0
Racine County,2020-06-06,-7.0,13.0,-3.0,2.0,1906.0
Racine County,2020-06-07,-4.0,3.0,-8.0,1.0,1910.0
Racine County,2020-06-08,-1.0,4.0,-28.0,8.0,1911.0
Racine County,2020-06-09,-11.0,4.0,-28.0,11.0,1939.0
Racine County,2020-06-10,-8.0,2.0,-30.0,11.0,1952.0
Racine County,2020-06-11,-1.0,10.0,-30.0,9.0,1966.0
Racine County,2020-06-12,-7.0,4.0,-30.0,9.0,1975.0
Racine County,2020-06-13,1.0,13.0,-2.0,1.0,1986.0
Racine County,2020-06-14,3.0,3.0,-5.0,1.0,1989.0
Racine County,2020-06-15,-1.0,5.0,-28.0,8.0,1991.0
Racine County,2020-06-16,-2.0,8.0,-28.0,9.0,2033.0
Racine County,2020-06-17,-1.0,7.0,-30.0,8.0,2039.0
Racine County,2020-06-18,0.0,5.0,-31.0,8.0,2053.0
Racine County,2020-06-19,-7.0,3.0,-31.0,7.0,2066.0
Racine County,2020-06-20,-2.0,11.0,-4.0,2.0,2079.0
Racine County,2020-06-21,0.0,11.0,-4.0,-2.0,2081.0
Racine County,2020-06-22,-5.0,-4.0,-30.0,10.0,2090.0
Racine County,2020-06-23,-4.0,2.0,-29.0,9.0,2107.0
Racine County,2020-06-24,-2.0,1.0,-28.0,8.0,2114.0
Racine County,2020-06-25,0.0,5.0,-29.0,7.0,2124.0
Racine County,2020-06-26,-14.0,-5.0,-31.0,11.0,2144.0
Racine County,2020-06-27,0.0,7.0,-1.0,0.0,2148.0
Racine County,2020-06-28,4.0,-1.0,-4.0,-1.0,2151.0
Racine County,2020-06-29,-6.0,-1.0,-29.0,9.0,2155.0
Racine County,2020-06-30,2.0,11.0,-29.0,8.0,2171.0
Racine County,2020-07-01,7.0,13.0,-29.0,7.0,2176.0
Racine County,2020-07-02,11.0,22.0,-36.0,7.0,2187.0
Racine County,2020-07-03,0.0,23.0,-60.0,13.0,2194.0
Racine County,2020-07-04,-26.0,7.0,-30.0,1.0,2196.0
Racine County,2020-07-05,-8.0,-9.0,-11.0,0.0,2217.0
Racine County,2020-07-06,0.0,7.0,-34.0,8.0,2218.0
Racine County,2020-07-07,-5.0,5.0,-32.0,9.0,2253.0
Racine County,2020-07-08,-2.0,7.0,-31.0,8.0,2272.0
Racine County,2020-07-09,-5.0,4.0,-32.0,9.0,2294.0
Racine County,2020-07-10,-7.0,2.0,-32.0,9.0,2306.0
Racine County,2020-07-11,-2.0,9.0,-4.0,0.0,2326.0
Racine County,2020-07-12,3.0,2.0,-5.0,-1.0,2339.0
Racine County,2020-07-13,0.0,3.0,-30.0,7.0,2349.0
Racine County,2020-07-14,-4.0,5.0,-30.0,8.0,2391.0
Racine County,2020-07-15,-6.0,3.0,-31.0,10.0,2418.0
Racine County,2020-07-16,-3.0,7.0,-31.0,7.0,2463.0
Racine County,2020-07-17,-10.0,4.0,-33.0,7.0,2519.0
Racine County,2020-07-18,-9.0,4.0,-7.0,1.0,2564.0
Racine County,2020-07-19,-4.0,1.0,-9.0,0.0,2589.0
Racine County,2020-07-20,-4.0,4.0,-30.0,7.0,2624.0
Racine County,2020-07-21,-6.0,5.0,-30.0,8.0,2715.0
Racine County,2020-07-22,-1.0,4.0,-29.0,8.0,2739.0
Racine County,2020-07-23,-4.0,7.0,-31.0,8.0,2794.0
Racine County,2020-07-24,-12.0,3.0,-31.0,8.0,2839.0
Racine County,2020-07-25,-6.0,8.0,-4.0,0.0,2881.0
Racine County,2020-07-26,-5.0,-3.0,-8.0,0.0,2906.0
Racine County,2020-07-27,-3.0,5.0,-30.0,8.0,2951.0
Racine County,2020-07-28,-6.0,4.0,-29.0,8.0,2984.0
Racine County,2020-07-29,-5.0,3.0,-31.0,8.0,3011.0
Racine County,2020-07-30,-3.0,5.0,-31.0,7.0,3058.0
Racine County,2020-07-31,-9.0,6.0,-32.0,7.0,3095.0
Racine County,2020-08-01,-6.0,8.0,-6.0,0.0,3191.0
Racine County,2020-08-02,-6.0,-4.0,-8.0,1.0,3245.0
Racine County,2020-08-03,-2.0,6.0,-31.0,8.0,3249.0
Racine County,2020-08-04,-5.0,7.0,-30.0,8.0,3311.0
Racine County,2020-08-05,-5.0,4.0,-32.0,7.0,3343.0
Racine County,2020-08-06,-5.0,8.0,-32.0,7.0,3364.0
Racine County,2020-08-07,-11.0,1.0,-33.0,7.0,3459.0
Racine County,2020-08-08,-6.0,5.0,-6.0,0.0,3499.0
Racine County,2020-08-09,-5.0,-1.0,-10.0,0.0,3514.0
Racine County,2020-08-10,-11.0,-7.0,-32.0,8.0,3526.0
Racine County,2020-08-11,-1.0,9.0,-31.0,7.0,3567.0
Racine County,2020-08-12,-4.0,3.0,-30.0,7.0,3571.0
Racine County,2020-08-13,-4.0,5.0,-31.0,7.0,3599.0
Racine County,2020-08-14,-12.0,0.0,-32.0,7.0,3643.0
Racine County,2020-08-15,-9.0,2.0,-6.0,1.0,3665.0
Racine County,2020-08-16,-2.0,-2.0,-5.0,-1.0,3676.0
Racine County,2020-08-17,-4.0,0.0,-31.0,7.0,3689.0
Racine County,2020-08-18,-6.0,1.0,-30.0,7.0,3689.0
Racine County,2020-08-19,-6.0,0.0,-30.0,7.0,3745.0
Racine County,2020-08-20,-5.0,-1.0,-30.0,6.0,3762.0
Racine County,2020-08-21,-9.0,0.0,-31.0,7.0,3794.0
Racine County,2020-08-22,-5.0,5.0,-6.0,0.0,3826.0
Racine County,2020-08-23,-2.0,-2.0,-7.0,-1.0,3840.0
Racine County,2020-08-24,-6.0,-2.0,-31.0,7.0,3840.0
Racine County,2020-08-25,-9.0,3.0,-31.0,9.0,3867.0
Racine County,2020-08-26,-7.0,2.0,-30.0,8.0,3897.0
Racine County,2020-08-27,-5.0,4.0,-31.0,8.0,3931.0
Racine County,2020-08-28,-10.0,2.0,-30.0,8.0,3960.0
Racine County,2020-08-29,-1.0,5.0,-4.0,0.0,3988.0
Racine County,2020-08-30,2.0,0.0,-7.0,-1.0,3998.0
Racine County,2020-08-31,-3.0,5.0,-30.0,7.0,4006.0
Racine County,2020-09-01,-3.0,8.0,-30.0,7.0,4026.0
Racine County,2020-09-02,-3.0,2.0,-30.0,6.0,4049.0
Racine County,2020-09-03,-3.0,8.0,-31.0,6.0,4063.0
Racine County,2020-09-04,-9.0,3.0,-31.0,6.0,4129.0
Racine County,2020-09-05,-6.0,6.0,-14.0,-1.0,4147.0
Racine County,2020-09-06,-6.0,-6.0,-15.0,0.0,4154.0
Racine County,2020-09-07,-2.0,-6.0,-75.0,17.0,4158.0
Racine County,2020-09-08,-17.0,-7.0,-33.0,9.0,4158.0
Racine County,2020-09-09,-10.0,-2.0,-31.0,8.0,4193.0
Racine County,2020-09-10,-8.0,-3.0,-31.0,7.0,4213.0
Racine County,2020-09-11,-13.0,-7.0,-28.0,7.0,4226.0
Racine County,2020-09-12,-7.0,-2.0,-7.0,2.0,4243.0
Racine County,2020-09-13,-5.0,-6.0,-9.0,0.0,4259.0
Racine County,2020-09-14,-7.0,-4.0,-26.0,6.0,4261.0
Racine County,2020-09-15,-4.0,0.0,-25.0,6.0,4299.0
Racine County,2020-09-16,-8.0,-5.0,-28.0,5.0,4321.0
Racine County,2020-09-17,-7.0,-5.0,-27.0,6.0,4348.0
Racine County,2020-09-18,-11.0,-6.0,-25.0,6.0,4377.0
Racine County,2020-09-19,1.0,1.0,-4.0,-1.0,4419.0
Racine County,2020-09-20,-5.0,-6.0,-10.0,-1.0,4425.0
Racine County,2020-09-21,-5.0,-3.0,-28.0,6.0,4512.0
Racine County,2020-09-22,-8.0,-4.0,-26.0,7.0,4559.0
Racine County,2020-09-23,-10.0,-6.0,-28.0,6.0,4585.0
Racine County,2020-09-24,-10.0,-5.0,-27.0,6.0,4656.0
Racine County,2020-09-25,-12.0,-5.0,-26.0,6.0,4723.0
Racine County,2020-09-26,-3.0,-1.0,-3.0,0.0,4805.0
Racine County,2020-09-27,-9.0,-8.0,-9.0,0.0,4857.0
Racine County,2020-09-28,-10.0,-5.0,-27.0,8.0,4908.0
Racine County,2020-09-29,-10.0,-1.0,-25.0,7.0,4947.0
Racine County,2020-09-30,-9.0,-5.0,-28.0,7.0,4976.0
Racine County,2020-10-01,-8.0,-4.0,-26.0,7.0,5061.0
Racine County,2020-10-02,-11.0,-3.0,-25.0,6.0,5135.0
Racine County,2020-10-03,-1.0,0.0,-5.0,1.0,5189.0
Racine County,2020-10-04,-5.0,-4.0,-9.0,0.0,5233.0
Racine County,2020-10-05,-7.0,-3.0,-27.0,6.0,5240.0
Racine County,2020-10-06,-8.0,-3.0,-26.0,6.0,5298.0
Racine County,2020-10-07,-9.0,-5.0,-27.0,5.0,5349.0
Racine County,2020-10-08,-10.0,-7.0,-27.0,6.0,5434.0
Racine County,2020-10-09,-12.0,-8.0,-26.0,6.0,5486.0
Racine County,2020-10-10,-4.0,-1.0,-3.0,0.0,5508.0
Racine County,2020-10-11,-7.0,-9.0,-6.0,-1.0,5557.0
Racine County,2020-10-12,-13.0,-9.0,-29.0,9.0,5581.0
Racine County,2020-10-13,-13.0,-5.0,-26.0,7.0,5678.0
Racine County,2020-10-14,-12.0,-4.0,-27.0,8.0,5840.0
Racine County,2020-10-15,-11.0,-1.0,-26.0,8.0,5951.0
Racine County,2020-10-16,-13.0,-4.0,-25.0,7.0,6036.0
Racine County,2020-10-17,-4.0,2.0,-4.0,2.0,6036.0
Racine County,2020-10-18,-15.0,-11.0,-13.0,3.0,6036.0
Racine County,2020-10-19,-12.0,-7.0,-27.0,8.0,6913.0
Racine County,2020-10-20,-14.0,-5.0,-26.0,9.0,7087.0
Racine County,2020-10-21,-11.0,-7.0,-28.0,8.0,7231.0
Racine County,2020-10-22,-15.0,-9.0,-29.0,10.0,7280.0
Racine County,2020-10-23,-17.0,-9.0,-27.0,10.0,7498.0
Racine County,2020-10-24,-5.0,-1.0,-4.0,2.0,7650.0
Racine County,2020-10-25,-17.0,-12.0,-8.0,3.0,7682.0
Racine County,2020-10-26,-11.0,-7.0,-27.0,8.0,7720.0
Racine County,2020-10-27,-11.0,-5.0,-26.0,9.0,8054.0
