sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,infection_count
Winnebago County,2020-08-23,2.0,-3.0,-7.0,-1.0,1361.0
Winnebago County,2020-08-24,-5.0,-5.0,-30.0,7.0,1371.0
Winnebago County,2020-08-25,-7.0,-6.0,-30.0,8.0,1383.0
Winnebago County,2020-08-26,-2.0,-5.0,-27.0,7.0,1402.0
Winnebago County,2020-08-27,-7.0,-3.0,-29.0,7.0,1433.0
Winnebago County,2020-08-28,-10.0,-12.0,-30.0,8.0,1461.0
Winnebago County,2020-08-29,-4.0,4.0,-1.0,-1.0,1493.0
Winnebago County,2020-08-30,6.0,-4.0,-3.0,-2.0,1512.0
Winnebago County,2020-08-31,-4.0,-7.0,-29.0,8.0,1528.0
Winnebago County,2020-09-01,-3.0,-3.0,-30.0,8.0,1555.0
Winnebago County,2020-09-02,-1.0,-2.0,-27.0,6.0,1569.0
Winnebago County,2020-09-03,0.0,4.0,-29.0,6.0,1597.0
Winnebago County,2020-09-04,-5.0,-1.0,-32.0,5.0,1645.0
Winnebago County,2020-09-05,-8.0,4.0,-10.0,-2.0,1663.0
Winnebago County,2020-09-06,-1.0,-11.0,-13.0,0.0,1695.0
Winnebago County,2020-09-07,-6.0,-10.0,-74.0,16.0,1715.0
Winnebago County,2020-09-08,-12.0,-7.0,-32.0,8.0,1730.0
Winnebago County,2020-09-09,-9.0,-9.0,-27.0,8.0,1748.0
Winnebago County,2020-09-10,-7.0,-5.0,-28.0,6.0,1778.0
Winnebago County,2020-09-11,-11.0,-13.0,-27.0,5.0,1861.0
Winnebago County,2020-09-12,-6.0,-4.0,-4.0,3.0,1926.0
Winnebago County,2020-09-13,-7.0,-9.0,-4.0,0.0,1996.0
Winnebago County,2020-09-14,-9.0,-8.0,-25.0,6.0,2019.0
Winnebago County,2020-09-15,-8.0,-7.0,-26.0,6.0,2100.0
Winnebago County,2020-09-16,-5.0,-6.0,-24.0,6.0,2168.0
Winnebago County,2020-09-17,-7.0,-5.0,-27.0,6.0,2252.0
Winnebago County,2020-09-18,-10.0,-10.0,-26.0,5.0,2459.0
Winnebago County,2020-09-19,-6.0,2.0,-4.0,-1.0,2596.0
Winnebago County,2020-09-20,-7.0,-9.0,-7.0,0.0,2693.0
Winnebago County,2020-09-21,-9.0,-7.0,-27.0,7.0,2822.0
Winnebago County,2020-09-22,-11.0,-8.0,-28.0,7.0,2944.0
Winnebago County,2020-09-23,-9.0,-8.0,-24.0,7.0,2988.0
Winnebago County,2020-09-24,-11.0,-7.0,-27.0,9.0,3168.0
Winnebago County,2020-09-25,-13.0,-13.0,-28.0,7.0,3378.0
Winnebago County,2020-09-26,-11.0,-4.0,-1.0,1.0,3568.0
Winnebago County,2020-09-27,-11.0,-12.0,-6.0,1.0,3681.0
Winnebago County,2020-09-28,-16.0,-11.0,-28.0,9.0,3809.0
Winnebago County,2020-09-29,-14.0,-8.0,-28.0,9.0,4057.0
Winnebago County,2020-09-30,-13.0,-9.0,-26.0,9.0,4134.0
Winnebago County,2020-10-01,-12.0,-3.0,-28.0,9.0,4317.0
Winnebago County,2020-10-02,-16.0,-11.0,-28.0,9.0,4516.0
Winnebago County,2020-10-03,-15.0,-3.0,-5.0,4.0,4726.0
Winnebago County,2020-10-04,-13.0,-9.0,-7.0,2.0,4890.0
Winnebago County,2020-10-05,-17.0,-7.0,-29.0,9.0,5193.0
Winnebago County,2020-10-06,-17.0,-8.0,-30.0,9.0,5335.0
Winnebago County,2020-10-07,-15.0,-8.0,-27.0,9.0,5508.0
Winnebago County,2020-10-08,-17.0,-6.0,-30.0,9.0,5740.0
Winnebago County,2020-10-09,-16.0,-14.0,-29.0,9.0,5886.0
Winnebago County,2020-10-10,-16.0,-2.0,-5.0,1.0,6023.0
Winnebago County,2020-10-11,-15.0,-12.0,-8.0,2.0,6173.0
Winnebago County,2020-10-12,-23.0,-15.0,-31.0,12.0,6297.0
Winnebago County,2020-10-13,-19.0,-10.0,-30.0,10.0,6494.0
Winnebago County,2020-10-14,-17.0,-8.0,-26.0,10.0,6603.0
Winnebago County,2020-10-15,-17.0,-5.0,-29.0,10.0,6831.0
Winnebago County,2020-10-16,-21.0,-12.0,-28.0,11.0,7014.0
Winnebago County,2020-10-17,-15.0,-3.0,-3.0,4.0,7014.0
Winnebago County,2020-10-18,-18.0,-11.0,-7.0,4.0,7014.0
Winnebago County,2020-10-19,-22.0,-10.0,-28.0,10.0,7943.0
Winnebago County,2020-10-20,-22.0,-13.0,-29.0,11.0,8060.0
Winnebago County,2020-10-21,-19.0,-10.0,-24.0,10.0,8147.0
Winnebago County,2020-10-22,-24.0,-15.0,-29.0,12.0,8336.0
Winnebago County,2020-10-23,-19.0,-13.0,-28.0,11.0,8519.0
Winnebago County,2020-10-24,-14.0,-6.0,-1.0,3.0,8689.0
Winnebago County,2020-10-25,-21.0,-17.0,-8.0,4.0,8906.0
Winnebago County,2020-10-26,-20.0,-12.0,-27.0,10.0,8995.0
Winnebago County,2020-10-27,-19.0,-9.0,-28.0,10.0,9175.0
Winnebago County,2020-10-28,-16.0,-9.0,-24.0,9.0,9252.0
Winnebago County,2020-10-29,-15.0,-6.0,-27.0,10.0,9417.0
Winnebago County,2020-10-30,-15.0,-9.0,-28.0,10.0,9636.0
Winnebago County,2020-10-31,-15.0,4.0,0.0,2.0,9803.0
Winnebago County,2020-11-01,-20.0,-16.0,-6.0,5.0,9927.0
Winnebago County,2020-11-02,-21.0,-9.0,-27.0,10.0,10015.0
Winnebago County,2020-11-03,-9.0,-4.0,-28.0,9.0,10157.0
Winnebago County,2020-11-04,-17.0,-10.0,-25.0,10.0,10311.0
Winnebago County,2020-11-05,-18.0,-6.0,-27.0,9.0,10456.0
Winnebago County,2020-11-06,-16.0,-17.0,-26.0,10.0,10625.0
Winnebago County,2020-11-07,-12.0,-5.0,1.0,2.0,10888.0
Winnebago County,2020-11-08,-9.0,-11.0,-5.0,2.0,11043.0
Winnebago County,2020-11-09,-20.0,-10.0,-26.0,9.0,11175.0
Winnebago County,2020-11-10,-24.0,-18.0,-28.0,12.0,11331.0
Winnebago County,2020-11-11,-14.0,-7.0,-26.0,11.0,11460.0
Winnebago County,2020-11-12,-19.0,-8.0,-28.0,11.0,11882.0
Winnebago County,2020-11-13,-21.0,-15.0,-26.0,12.0,12174.0
Winnebago County,2020-11-14,-15.0,-7.0,-1.0,5.0,12434.0
Winnebago County,2020-11-15,-22.0,-21.0,-8.0,6.0,12571.0
Wood County,2020-02-15,4.0,-1.0,1.0,0.0,0.0
Wood County,2020-02-16,12.0,7.0,0.0,-1.0,0.0
Wood County,2020-02-17,-5.0,-3.0,-2.0,2.0,0.0
Wood County,2020-02-18,-3.0,-8.0,1.0,0.0,0.0
Wood County,2020-02-19,0.0,0.0,2.0,1.0,0.0
Wood County,2020-02-20,4.0,-1.0,3.0,0.0,0.0
Wood County,2020-02-21,1.0,0.0,3.0,0.0,0.0
Wood County,2020-02-22,6.0,8.0,1.0,-1.0,0.0
Wood County,2020-02-23,11.0,6.0,-1.0,-2.0,0.0
Wood County,2020-02-24,5.0,5.0,3.0,0.0,0.0
Wood County,2020-02-25,3.0,-2.0,5.0,0.0,0.0
Wood County,2020-02-26,7.0,2.0,3.0,-1.0,0.0
Wood County,2020-02-27,5.0,0.0,2.0,0.0,0.0
Wood County,2020-02-28,2.0,-1.0,1.0,0.0,0.0
Wood County,2020-02-29,13.0,4.0,2.0,-2.0,0.0
Wood County,2020-03-01,18.0,12.0,0.0,-2.0,0.0
Wood County,2020-03-02,9.0,7.0,5.0,-1.0,0.0
Wood County,2020-03-03,6.0,1.0,1.0,1.0,0.0
Wood County,2020-03-04,7.0,3.0,4.0,-1.0,0.0
Wood County,2020-03-05,2.0,-1.0,3.0,0.0,0.0
Wood County,2020-03-06,5.0,-2.0,-5.0,2.0,0.0
Wood County,2020-03-07,12.0,8.0,3.0,-1.0,0.0
Wood County,2020-03-08,24.0,10.0,1.0,-2.0,0.0
Wood County,2020-03-09,4.0,-1.0,5.0,0.0,0.0
Wood County,2020-03-10,6.0,1.0,3.0,0.0,0.0
Wood County,2020-03-11,6.0,1.0,3.0,0.0,0.0
Wood County,2020-03-12,5.0,11.0,2.0,1.0,0.0
Wood County,2020-03-13,5.0,15.0,1.0,1.0,0.0
Wood County,2020-03-14,4.0,19.0,0.0,2.0,0.0
Wood County,2020-03-15,6.0,15.0,-4.0,2.0,0.0
Wood County,2020-03-16,-7.0,12.0,-11.0,5.0,1.0
Wood County,2020-03-17,-17.0,7.0,-18.0,7.0,1.0
Wood County,2020-03-18,-30.0,1.0,-21.0,10.0,1.0
Wood County,2020-03-19,-37.0,-10.0,-25.0,13.0,1.0
Wood County,2020-03-20,-36.0,-5.0,-28.0,16.0,1.0
Wood County,2020-03-21,-38.0,-2.0,-20.0,11.0,1.0
Wood County,2020-03-22,-36.0,-17.0,-23.0,9.0,1.0
Wood County,2020-03-23,-26.0,-4.0,-29.0,12.0,1.0
Wood County,2020-03-24,-43.0,-22.0,-35.0,15.0,1.0
Wood County,2020-03-25,-50.0,-30.0,-37.0,17.0,1.0
